scaf_name	start	end	tot_feat	cov
Tdi_LRv5a_scf1	0	100000	399195	3.99195
Tdi_LRv5a_scf1	50000	150000	295643	2.95643
Tdi_LRv5a_scf1	100000	200000	384001	3.84001
Tdi_LRv5a_scf1	150000	250000	499920	4.9992
Tdi_LRv5a_scf1	200000	300000	689946	6.89946
Tdi_LRv5a_scf1	250000	350000	532594	5.32594
Tdi_LRv5a_scf1	300000	400000	342122	3.42122
Tdi_LRv5a_scf1	350000	450000	563248	5.63248
Tdi_LRv5a_scf1	400000	500000	887412	8.87412
Tdi_LRv5a_scf1	450000	550000	889216	8.89216
Tdi_LRv5a_scf1	500000	600000	682064	6.82064
Tdi_LRv5a_scf1	550000	650000	667848	6.67848
Tdi_LRv5a_scf1	600000	700000	752811	7.52811
Tdi_LRv5a_scf1	650000	750000	809622	8.09622
Tdi_LRv5a_scf1	700000	800000	775982	7.75982
Tdi_LRv5a_scf1	750000	850000	645492	6.45492
Tdi_LRv5a_scf1	800000	900000	725857	7.25857
Tdi_LRv5a_scf1	850000	950000	789607	7.89607
Tdi_LRv5a_scf1	900000	1000000	605516	6.05516
Tdi_LRv5a_scf1	950000	1050000	681576	6.81576
Tdi_LRv5a_scf1	1000000	1100000	792046	7.92046
Tdi_LRv5a_scf1	1050000	1150000	756661	7.56661
Tdi_LRv5a_scf1	1100000	1200000	855658	8.55658
Tdi_LRv5a_scf1	1150000	1250000	711785	7.11785
Tdi_LRv5a_scf1	1200000	1300000	541170	5.4117
Tdi_LRv5a_scf1	1250000	1350000	684685	6.84685
Tdi_LRv5a_scf1	1300000	1400000	719509	7.19509
Tdi_LRv5a_scf1	1350000	1450000	741796	7.41796
Tdi_LRv5a_scf1	1400000	1500000	876662	8.76662
Tdi_LRv5a_scf1	1450000	1550000	662560	6.6256
Tdi_LRv5a_scf1	1500000	1600000	477553	4.77553
Tdi_LRv5a_scf1	1550000	1650000	492049	4.92049
Tdi_LRv5a_scf1	1600000	1700000	625743	6.25743
Tdi_LRv5a_scf1	1650000	1750000	710723	7.10723
Tdi_LRv5a_scf1	1700000	1800000	560960	5.6096
Tdi_LRv5a_scf1	1750000	1850000	500676	5.00676
Tdi_LRv5a_scf1	1800000	1900000	424996	4.24996
Tdi_LRv5a_scf1	1850000	1950000	392478	3.92478
Tdi_LRv5a_scf1	1900000	2000000	412727	4.12727
Tdi_LRv5a_scf1	1950000	2050000	521582	5.21582
Tdi_LRv5a_scf1	2000000	2100000	495694	4.95694
Tdi_LRv5a_scf1	2050000	2150000	504068	5.04068
Tdi_LRv5a_scf1	2100000	2200000	608923	6.08923
Tdi_LRv5a_scf1	2150000	2250000	519139	5.19139
Tdi_LRv5a_scf1	2200000	2300000	494685	4.94685
Tdi_LRv5a_scf1	2250000	2350000	515507	5.15507
Tdi_LRv5a_scf1	2300000	2400000	659764	6.59764
Tdi_LRv5a_scf1	2350000	2450000	782995	7.82995
Tdi_LRv5a_scf1	2400000	2500000	641802	6.41802
Tdi_LRv5a_scf1	2450000	2550000	796708	7.96708
Tdi_LRv5a_scf1	2500000	2600000	988683	9.88683
Tdi_LRv5a_scf1	2550000	2650000	785505	7.85505
Tdi_LRv5a_scf1	2600000	2700000	621648	6.21648
Tdi_LRv5a_scf1	2650000	2750000	637169	6.37169
Tdi_LRv5a_scf1	2700000	2800000	756113	7.56113
Tdi_LRv5a_scf1	2750000	2850000	747298	7.47298
Tdi_LRv5a_scf1	2800000	2900000	737571	7.37571
Tdi_LRv5a_scf1	2850000	2950000	576622	5.76622
Tdi_LRv5a_scf1	2900000	3000000	483964	4.83964
Tdi_LRv5a_scf1	2950000	3050000	546397	5.46397
Tdi_LRv5a_scf1	3000000	3100000	473881	4.73881
Tdi_LRv5a_scf1	3050000	3150000	652525	6.52525
Tdi_LRv5a_scf1	3100000	3200000	922504	9.22504
Tdi_LRv5a_scf1	3150000	3250000	875917	8.75917
Tdi_LRv5a_scf1	3200000	3300000	624223	6.24223
Tdi_LRv5a_scf1	3250000	3350000	626075	6.26075
Tdi_LRv5a_scf1	3300000	3400000	606803	6.06803
Tdi_LRv5a_scf1	3350000	3450000	626186	6.26186
Tdi_LRv5a_scf1	3400000	3500000	808060	8.0806
Tdi_LRv5a_scf1	3450000	3550000	601409	6.01409
Tdi_LRv5a_scf1	3500000	3600000	444677	4.44677
Tdi_LRv5a_scf1	3550000	3650000	518941	5.18941
Tdi_LRv5a_scf1	3600000	3700000	788199	7.88199
Tdi_LRv5a_scf1	3650000	3750000	766988	7.66988
Tdi_LRv5a_scf1	3700000	3800000	594068	5.94068
Tdi_LRv5a_scf1	3750000	3850000	848376	8.48376
Tdi_LRv5a_scf1	3800000	3900000	909776	9.09776
Tdi_LRv5a_scf1	3850000	3950000	799332	7.99332
Tdi_LRv5a_scf1	3900000	4000000	561907	5.61907
Tdi_LRv5a_scf1	3950000	4050000	465393	4.65393
Tdi_LRv5a_scf1	4000000	4100000	568691	5.68691
Tdi_LRv5a_scf1	4050000	4150000	558916	5.58916
Tdi_LRv5a_scf1	4100000	4200000	339536	3.39536
Tdi_LRv5a_scf1	4150000	4250000	294615	2.94615
Tdi_LRv5a_scf1	4200000	4300000	660902	6.60902
Tdi_LRv5a_scf1	4250000	4350000	769905	7.69905
Tdi_LRv5a_scf1	4300000	4400000	757103	7.57103
Tdi_LRv5a_scf1	4350000	4450000	653440	6.5344
Tdi_LRv5a_scf1	4400000	4500000	409537	4.09537
Tdi_LRv5a_scf1	4450000	4550000	551883	5.51883
Tdi_LRv5a_scf1	4500000	4600000	697215	6.97215
Tdi_LRv5a_scf1	4550000	4650000	585093	5.85093
Tdi_LRv5a_scf1	4600000	4700000	338978	3.38978
Tdi_LRv5a_scf1	4650000	4750000	171482	1.71482
Tdi_LRv5a_scf1	4700000	4800000	583088	5.83088
Tdi_LRv5a_scf1	4750000	4850000	1421759	14.21759
Tdi_LRv5a_scf1	4800000	4900000	1140331	11.40331
Tdi_LRv5a_scf1	4850000	4950000	366877	3.66877
Tdi_LRv5a_scf1	4900000	5000000	380153	3.80153
Tdi_LRv5a_scf1	4950000	5050000	537691	5.37691
Tdi_LRv5a_scf1	5000000	5100000	622041	6.22041
Tdi_LRv5a_scf1	5050000	5150000	561433	5.61433
Tdi_LRv5a_scf1	5100000	5200000	487690	4.8769
Tdi_LRv5a_scf1	5150000	5250000	494458	4.94458
Tdi_LRv5a_scf1	5200000	5300000	706533	7.06533
Tdi_LRv5a_scf1	5250000	5350000	830496	8.30496
Tdi_LRv5a_scf1	5300000	5400000	734008	7.34008
Tdi_LRv5a_scf1	5350000	5450000	617225	6.17225
Tdi_LRv5a_scf1	5400000	5500000	581328	5.81328
Tdi_LRv5a_scf1	5450000	5550000	502329	5.02329
Tdi_LRv5a_scf1	5500000	5600000	452675	4.52675
Tdi_LRv5a_scf1	5550000	5650000	526727	5.26727
Tdi_LRv5a_scf1	5600000	5700000	511647	5.11647
Tdi_LRv5a_scf1	5650000	5750000	566918	5.66918
Tdi_LRv5a_scf1	5700000	5800000	602945	6.02945
Tdi_LRv5a_scf1	5750000	5850000	401431	4.01431
Tdi_LRv5a_scf1	5800000	5900000	346358	3.46358
Tdi_LRv5a_scf1	5850000	5950000	513489	5.13489
Tdi_LRv5a_scf1	5900000	6000000	529443	5.29443
Tdi_LRv5a_scf1	5950000	6050000	558603	5.58603
Tdi_LRv5a_scf1	6000000	6100000	781198	7.81198
Tdi_LRv5a_scf1	6050000	6150000	651932	6.51932
Tdi_LRv5a_scf1	6100000	6200000	441690	4.4169
Tdi_LRv5a_scf1	6150000	6250000	640353	6.40353
Tdi_LRv5a_scf1	6200000	6300000	564738	5.64738
Tdi_LRv5a_scf1	6250000	6350000	660898	6.60898
Tdi_LRv5a_scf1	6300000	6400000	689338	6.89338
Tdi_LRv5a_scf1	6350000	6450000	234298	2.34298
Tdi_LRv5a_scf1	6400000	6500000	208218	2.08218
Tdi_LRv5a_scf1	6450000	6550000	404992	4.04992
Tdi_LRv5a_scf1	6500000	6600000	437420	4.3742
Tdi_LRv5a_scf1	6550000	6650000	583587	5.83587
Tdi_LRv5a_scf1	6600000	6700000	809521	8.09521
Tdi_LRv5a_scf1	6650000	6750000	957175	9.57175
Tdi_LRv5a_scf1	6700000	6800000	835542	8.35542
Tdi_LRv5a_scf1	6750000	6850000	480168	4.80168
Tdi_LRv5a_scf1	6800000	6900000	397043	3.97043
Tdi_LRv5a_scf1	6850000	6950000	623202	6.23202
Tdi_LRv5a_scf1	6900000	7000000	825239	8.25239
Tdi_LRv5a_scf1	6950000	7050000	975070	9.7507
Tdi_LRv5a_scf1	7000000	7100000	849414	8.49414
Tdi_LRv5a_scf1	7050000	7150000	858500	8.585
Tdi_LRv5a_scf1	7100000	7200000	824055	8.24055
Tdi_LRv5a_scf1	7150000	7250000	501694	5.01694
Tdi_LRv5a_scf1	7200000	7300000	515995	5.15995
Tdi_LRv5a_scf1	7250000	7350000	620141	6.20141
Tdi_LRv5a_scf1	7300000	7400000	709493	7.09493
Tdi_LRv5a_scf1	7350000	7450000	711798	7.11798
Tdi_LRv5a_scf1	7400000	7500000	611364	6.11364
Tdi_LRv5a_scf1	7450000	7550000	774419	7.74419
Tdi_LRv5a_scf1	7500000	7600000	972353	9.72353
Tdi_LRv5a_scf1	7550000	7650000	913940	9.1394
Tdi_LRv5a_scf1	7600000	7700000	739781	7.39781
Tdi_LRv5a_scf1	7650000	7750000	610985	6.10985
Tdi_LRv5a_scf1	7700000	7800000	757972	7.57972
Tdi_LRv5a_scf1	7750000	7850000	783213	7.83213
Tdi_LRv5a_scf1	7800000	7900000	743112	7.43112
Tdi_LRv5a_scf1	7850000	7950000	638316	6.38316
Tdi_LRv5a_scf1	7900000	8000000	568249	5.68249
Tdi_LRv5a_scf1	7950000	8050000	549206	5.49206
Tdi_LRv5a_scf1	8000000	8100000	610917	6.10917
Tdi_LRv5a_scf1	8050000	8150000	677648	6.77648
Tdi_LRv5a_scf1	8100000	8200000	645776	6.45776
Tdi_LRv5a_scf1	8150000	8250000	734688	7.34688
Tdi_LRv5a_scf1	8200000	8300000	707249	7.07249
Tdi_LRv5a_scf1	8250000	8350000	770895	7.70895
Tdi_LRv5a_scf1	8300000	8400000	606659	6.06659
Tdi_LRv5a_scf1	8350000	8450000	639811	6.39811
Tdi_LRv5a_scf1	8400000	8500000	757613	7.57613
Tdi_LRv5a_scf1	8450000	8550000	587095	5.87095
Tdi_LRv5a_scf1	8500000	8600000	699467	6.99467
Tdi_LRv5a_scf1	8550000	8650000	863138	8.63138
Tdi_LRv5a_scf1	8600000	8700000	787924	7.87924
Tdi_LRv5a_scf1	8650000	8750000	764056	7.64056
Tdi_LRv5a_scf1	8700000	8800000	704249	7.04249
Tdi_LRv5a_scf1	8750000	8850000	658125	6.58125
Tdi_LRv5a_scf1	8800000	8900000	634430	6.3443
Tdi_LRv5a_scf1	8850000	8950000	400874	4.00874
Tdi_LRv5a_scf1	8900000	9000000	342345	3.42345
Tdi_LRv5a_scf1	8950000	9050000	397242	3.97242
Tdi_LRv5a_scf1	9000000	9100000	409263	4.09263
Tdi_LRv5a_scf1	9050000	9150000	420529	4.20529
Tdi_LRv5a_scf1	9100000	9200000	479951	4.79951
Tdi_LRv5a_scf1	9150000	9250000	402265	4.02265
Tdi_LRv5a_scf1	9200000	9300000	485833	4.85833
Tdi_LRv5a_scf1	9250000	9350000	602402	6.02402
Tdi_LRv5a_scf1	9300000	9400000	554142	5.54142
Tdi_LRv5a_scf1	9350000	9450000	554174	5.54174
Tdi_LRv5a_scf1	9400000	9500000	442132	4.42132
Tdi_LRv5a_scf1	9450000	9550000	295126	2.95126
Tdi_LRv5a_scf1	9500000	9600000	337589	3.37589
Tdi_LRv5a_scf1	9550000	9650000	553035	5.53035
Tdi_LRv5a_scf1	9600000	9700000	553213	5.53213
Tdi_LRv5a_scf1	9650000	9750000	525467	5.25467
Tdi_LRv5a_scf1	9700000	9800000	759652	7.59652
Tdi_LRv5a_scf1	9750000	9850000	916568	9.16568
Tdi_LRv5a_scf1	9800000	9900000	887216	8.87216
Tdi_LRv5a_scf1	9850000	9950000	1003534	10.03534
Tdi_LRv5a_scf1	9900000	10000000	1029958	10.29958
Tdi_LRv5a_scf1	9950000	10050000	990902	9.90902
Tdi_LRv5a_scf1	10000000	10100000	999482	9.99482
Tdi_LRv5a_scf1	10050000	10150000	832730	8.3273
Tdi_LRv5a_scf1	10100000	10200000	707398	7.07398
Tdi_LRv5a_scf1	10150000	10250000	598508	5.98508
Tdi_LRv5a_scf1	10200000	10300000	663871	6.63871
Tdi_LRv5a_scf1	10250000	10350000	921071	9.21071
Tdi_LRv5a_scf1	10300000	10400000	984556	9.84556
Tdi_LRv5a_scf1	10350000	10450000	735790	7.3579
Tdi_LRv5a_scf1	10400000	10500000	577348	5.77348
Tdi_LRv5a_scf1	10450000	10550000	693901	6.93901
Tdi_LRv5a_scf1	10500000	10600000	766183	7.66183
Tdi_LRv5a_scf1	10550000	10650000	825260	8.2526
Tdi_LRv5a_scf1	10600000	10700000	1083001	10.83001
Tdi_LRv5a_scf1	10650000	10750000	1125398	11.25398
Tdi_LRv5a_scf1	10700000	10800000	981605	9.81605
Tdi_LRv5a_scf1	10750000	10850000	1003692	10.03692
Tdi_LRv5a_scf1	10800000	10900000	936608	9.36608
Tdi_LRv5a_scf1	10850000	10950000	993754	9.93754
Tdi_LRv5a_scf1	10900000	11000000	1071543	10.71543
Tdi_LRv5a_scf1	10950000	11050000	929153	9.29153
Tdi_LRv5a_scf1	11000000	11100000	889895	8.89895
Tdi_LRv5a_scf1	11050000	11150000	811697	8.11697
Tdi_LRv5a_scf1	11100000	11200000	817233	8.17233
Tdi_LRv5a_scf1	11150000	11250000	810226	8.10226
Tdi_LRv5a_scf1	11200000	11300000	797612	7.97612
Tdi_LRv5a_scf1	11250000	11350000	951621	9.51621
Tdi_LRv5a_scf1	11300000	11400000	958333	9.58333
Tdi_LRv5a_scf1	11350000	11450000	798689	7.98689
Tdi_LRv5a_scf1	11400000	11500000	565569	5.65569
Tdi_LRv5a_scf1	11450000	11550000	694913	6.94913
Tdi_LRv5a_scf1	11500000	11600000	974499	9.74499
Tdi_LRv5a_scf1	11550000	11650000	968995	9.68995
Tdi_LRv5a_scf1	11600000	11700000	789542	7.89542
Tdi_LRv5a_scf1	11650000	11750000	737525	7.37525
Tdi_LRv5a_scf1	11700000	11800000	1017172	10.17172
Tdi_LRv5a_scf1	11750000	11850000	1187376	11.87376
Tdi_LRv5a_scf1	11800000	11900000	1105819	11.05819
Tdi_LRv5a_scf1	11850000	11950000	1110067	11.10067
Tdi_LRv5a_scf1	11900000	12000000	1157843	11.57843
Tdi_LRv5a_scf1	11950000	12050000	1108509	11.08509
Tdi_LRv5a_scf1	12000000	12100000	1013579	10.13579
Tdi_LRv5a_scf1	12050000	12150000	880233	8.80233
