scaf_name	start	end	tot_feat	cov
Tdi_LRv5a_scf1	0	100000	358129	3.58129
Tdi_LRv5a_scf1	50000	150000	262634	2.62634
Tdi_LRv5a_scf1	100000	200000	396459	3.96459
Tdi_LRv5a_scf1	150000	250000	544642	5.44642
Tdi_LRv5a_scf1	200000	300000	744238	7.44238
Tdi_LRv5a_scf1	250000	350000	560572	5.60572
Tdi_LRv5a_scf1	300000	400000	322983	3.22983
Tdi_LRv5a_scf1	350000	450000	586705	5.86705
Tdi_LRv5a_scf1	400000	500000	1025393	10.25393
Tdi_LRv5a_scf1	450000	550000	921299	9.21299
Tdi_LRv5a_scf1	500000	600000	619760	6.1976
Tdi_LRv5a_scf1	550000	650000	717272	7.17272
Tdi_LRv5a_scf1	600000	700000	806837	8.06837
Tdi_LRv5a_scf1	650000	750000	837796	8.37796
Tdi_LRv5a_scf1	700000	800000	835326	8.35326
Tdi_LRv5a_scf1	750000	850000	674751	6.74751
Tdi_LRv5a_scf1	800000	900000	712233	7.12233
Tdi_LRv5a_scf1	850000	950000	840492	8.40492
Tdi_LRv5a_scf1	900000	1000000	586007	5.86007
Tdi_LRv5a_scf1	950000	1050000	508841	5.08841
Tdi_LRv5a_scf1	1000000	1100000	695167	6.95167
Tdi_LRv5a_scf1	1050000	1150000	778900	7.789
Tdi_LRv5a_scf1	1100000	1200000	893521	8.93521
Tdi_LRv5a_scf1	1150000	1250000	751954	7.51954
Tdi_LRv5a_scf1	1200000	1300000	554462	5.54462
Tdi_LRv5a_scf1	1250000	1350000	642590	6.4259
Tdi_LRv5a_scf1	1300000	1400000	692244	6.92244
Tdi_LRv5a_scf1	1350000	1450000	736393	7.36393
Tdi_LRv5a_scf1	1400000	1500000	844815	8.44815
Tdi_LRv5a_scf1	1450000	1550000	616877	6.16877
Tdi_LRv5a_scf1	1500000	1600000	492206	4.92206
Tdi_LRv5a_scf1	1550000	1650000	551196	5.51196
Tdi_LRv5a_scf1	1600000	1700000	680286	6.80286
Tdi_LRv5a_scf1	1650000	1750000	708544	7.08544
Tdi_LRv5a_scf1	1700000	1800000	554264	5.54264
Tdi_LRv5a_scf1	1750000	1850000	546122	5.46122
Tdi_LRv5a_scf1	1800000	1900000	444294	4.44294
Tdi_LRv5a_scf1	1850000	1950000	302726	3.02726
Tdi_LRv5a_scf1	1900000	2000000	258071	2.58071
Tdi_LRv5a_scf1	1950000	2050000	483754	4.83754
Tdi_LRv5a_scf1	2000000	2100000	512270	5.1227
Tdi_LRv5a_scf1	2050000	2150000	550025	5.50025
Tdi_LRv5a_scf1	2100000	2200000	697500	6.975
Tdi_LRv5a_scf1	2150000	2250000	439453	4.39453
Tdi_LRv5a_scf1	2200000	2300000	382328	3.82328
Tdi_LRv5a_scf1	2250000	2350000	509027	5.09027
Tdi_LRv5a_scf1	2300000	2400000	646788	6.46788
Tdi_LRv5a_scf1	2350000	2450000	786077	7.86077
Tdi_LRv5a_scf1	2400000	2500000	641474	6.41474
Tdi_LRv5a_scf1	2450000	2550000	849855	8.49855
Tdi_LRv5a_scf1	2500000	2600000	1040234	10.40234
Tdi_LRv5a_scf1	2550000	2650000	796129	7.96129
Tdi_LRv5a_scf1	2600000	2700000	665747	6.65747
Tdi_LRv5a_scf1	2650000	2750000	723457	7.23457
Tdi_LRv5a_scf1	2700000	2800000	844613	8.44613
Tdi_LRv5a_scf1	2750000	2850000	780708	7.80708
Tdi_LRv5a_scf1	2800000	2900000	778035	7.78035
Tdi_LRv5a_scf1	2850000	2950000	602225	6.02225
Tdi_LRv5a_scf1	2900000	3000000	399068	3.99068
Tdi_LRv5a_scf1	2950000	3050000	426580	4.2658
Tdi_LRv5a_scf1	3000000	3100000	443463	4.43463
Tdi_LRv5a_scf1	3050000	3150000	677323	6.77323
Tdi_LRv5a_scf1	3100000	3200000	954651	9.54651
Tdi_LRv5a_scf1	3150000	3250000	906942	9.06942
Tdi_LRv5a_scf1	3200000	3300000	638155	6.38155
Tdi_LRv5a_scf1	3250000	3350000	636672	6.36672
Tdi_LRv5a_scf1	3300000	3400000	653760	6.5376
Tdi_LRv5a_scf1	3350000	3450000	662095	6.62095
Tdi_LRv5a_scf1	3400000	3500000	866867	8.66867
Tdi_LRv5a_scf1	3450000	3550000	686489	6.86489
Tdi_LRv5a_scf1	3500000	3600000	476523	4.76523
Tdi_LRv5a_scf1	3550000	3650000	550024	5.50024
Tdi_LRv5a_scf1	3600000	3700000	851438	8.51438
Tdi_LRv5a_scf1	3650000	3750000	855693	8.55693
Tdi_LRv5a_scf1	3700000	3800000	735623	7.35623
Tdi_LRv5a_scf1	3750000	3850000	1008286	10.08286
Tdi_LRv5a_scf1	3800000	3900000	1137990	11.3799
Tdi_LRv5a_scf1	3850000	3950000	966674	9.66674
Tdi_LRv5a_scf1	3900000	4000000	546977	5.46977
Tdi_LRv5a_scf1	3950000	4050000	466903	4.66903
Tdi_LRv5a_scf1	4000000	4100000	594059	5.94059
Tdi_LRv5a_scf1	4050000	4150000	595377	5.95377
Tdi_LRv5a_scf1	4100000	4200000	456873	4.56873
Tdi_LRv5a_scf1	4150000	4250000	283172	2.83172
Tdi_LRv5a_scf1	4200000	4300000	630346	6.30346
Tdi_LRv5a_scf1	4250000	4350000	858447	8.58447
Tdi_LRv5a_scf1	4300000	4400000	799660	7.9966
Tdi_LRv5a_scf1	4350000	4450000	711626	7.11626
Tdi_LRv5a_scf1	4400000	4500000	622632	6.22632
Tdi_LRv5a_scf1	4450000	4550000	739173	7.39173
Tdi_LRv5a_scf1	4500000	4600000	591259	5.91259
Tdi_LRv5a_scf1	4550000	4650000	402481	4.02481
Tdi_LRv5a_scf1	4600000	4700000	308466	3.08466
Tdi_LRv5a_scf1	4650000	4750000	197748	1.97748
Tdi_LRv5a_scf1	4700000	4800000	669688	6.69688
Tdi_LRv5a_scf1	4750000	4850000	1774223	17.74223
Tdi_LRv5a_scf1	4800000	4900000	1419871	14.19871
Tdi_LRv5a_scf1	4850000	4950000	407435	4.07435
Tdi_LRv5a_scf1	4900000	5000000	389663	3.89663
Tdi_LRv5a_scf1	4950000	5050000	477382	4.77382
Tdi_LRv5a_scf1	5000000	5100000	586700	5.867
Tdi_LRv5a_scf1	5050000	5150000	558014	5.58014
Tdi_LRv5a_scf1	5100000	5200000	498369	4.98369
Tdi_LRv5a_scf1	5150000	5250000	539370	5.3937
Tdi_LRv5a_scf1	5200000	5300000	752879	7.52879
Tdi_LRv5a_scf1	5250000	5350000	921082	9.21082
Tdi_LRv5a_scf1	5300000	5400000	802305	8.02305
Tdi_LRv5a_scf1	5350000	5450000	641943	6.41943
Tdi_LRv5a_scf1	5400000	5500000	633829	6.33829
Tdi_LRv5a_scf1	5450000	5550000	527937	5.27937
Tdi_LRv5a_scf1	5500000	5600000	443864	4.43864
Tdi_LRv5a_scf1	5550000	5650000	540656	5.40656
Tdi_LRv5a_scf1	5600000	5700000	577497	5.77497
Tdi_LRv5a_scf1	5650000	5750000	656423	6.56423
Tdi_LRv5a_scf1	5700000	5800000	669144	6.69144
Tdi_LRv5a_scf1	5750000	5850000	410734	4.10734
Tdi_LRv5a_scf1	5800000	5900000	171333	1.71333
Tdi_LRv5a_scf1	5850000	5950000	357624	3.57624
Tdi_LRv5a_scf1	5900000	6000000	515741	5.15741
Tdi_LRv5a_scf1	5950000	6050000	545278	5.45278
Tdi_LRv5a_scf1	6000000	6100000	826687	8.26687
Tdi_LRv5a_scf1	6050000	6150000	709928	7.09928
Tdi_LRv5a_scf1	6100000	6200000	410077	4.10077
Tdi_LRv5a_scf1	6150000	6250000	608472	6.08472
Tdi_LRv5a_scf1	6200000	6300000	566109	5.66109
Tdi_LRv5a_scf1	6250000	6350000	696170	6.9617
Tdi_LRv5a_scf1	6300000	6400000	735209	7.35209
Tdi_LRv5a_scf1	6350000	6450000	254427	2.54427
