scaf_name	start	end	tot_feat	cov
Tdi_LRv5a_scf1	0	100000	384966	3.84966
Tdi_LRv5a_scf1	50000	150000	268487	2.68487
Tdi_LRv5a_scf1	100000	200000	347820	3.4782
Tdi_LRv5a_scf1	150000	250000	487410	4.8741
Tdi_LRv5a_scf1	200000	300000	653313	6.53313
Tdi_LRv5a_scf1	250000	350000	498318	4.98318
Tdi_LRv5a_scf1	300000	400000	332267	3.32267
Tdi_LRv5a_scf1	350000	450000	557966	5.57966
Tdi_LRv5a_scf1	400000	500000	873150	8.7315
Tdi_LRv5a_scf1	450000	550000	837677	8.37677
Tdi_LRv5a_scf1	500000	600000	637029	6.37029
Tdi_LRv5a_scf1	550000	650000	656957	6.56957
Tdi_LRv5a_scf1	600000	700000	706926	7.06926
Tdi_LRv5a_scf1	650000	750000	744765	7.44765
Tdi_LRv5a_scf1	700000	800000	716355	7.16355
Tdi_LRv5a_scf1	750000	850000	603749	6.03749
Tdi_LRv5a_scf1	800000	900000	690792	6.90792
Tdi_LRv5a_scf1	850000	950000	765159	7.65159
Tdi_LRv5a_scf1	900000	1000000	573308	5.73308
Tdi_LRv5a_scf1	950000	1050000	601041	6.01041
Tdi_LRv5a_scf1	1000000	1100000	708385	7.08385
Tdi_LRv5a_scf1	1050000	1150000	688986	6.88986
Tdi_LRv5a_scf1	1100000	1200000	806289	8.06289
Tdi_LRv5a_scf1	1150000	1250000	689871	6.89871
Tdi_LRv5a_scf1	1200000	1300000	525629	5.25629
Tdi_LRv5a_scf1	1250000	1350000	642406	6.42406
Tdi_LRv5a_scf1	1300000	1400000	681995	6.81995
Tdi_LRv5a_scf1	1350000	1450000	717465	7.17465
Tdi_LRv5a_scf1	1400000	1500000	815318	8.15318
Tdi_LRv5a_scf1	1450000	1550000	612769	6.12769
Tdi_LRv5a_scf1	1500000	1600000	483809	4.83809
Tdi_LRv5a_scf1	1550000	1650000	478424	4.78424
Tdi_LRv5a_scf1	1600000	1700000	562794	5.62794
Tdi_LRv5a_scf1	1650000	1750000	646647	6.46647
Tdi_LRv5a_scf1	1700000	1800000	507103	5.07103
Tdi_LRv5a_scf1	1750000	1850000	476603	4.76603
Tdi_LRv5a_scf1	1800000	1900000	406277	4.06277
Tdi_LRv5a_scf1	1850000	1950000	329104	3.29104
Tdi_LRv5a_scf1	1900000	2000000	360859	3.60859
Tdi_LRv5a_scf1	1950000	2050000	496602	4.96602
Tdi_LRv5a_scf1	2000000	2100000	466540	4.6654
Tdi_LRv5a_scf1	2050000	2150000	491184	4.91184
Tdi_LRv5a_scf1	2100000	2200000	618770	6.1877
Tdi_LRv5a_scf1	2150000	2250000	523119	5.23119
Tdi_LRv5a_scf1	2200000	2300000	488171	4.88171
Tdi_LRv5a_scf1	2250000	2350000	495049	4.95049
Tdi_LRv5a_scf1	2300000	2400000	621404	6.21404
Tdi_LRv5a_scf1	2350000	2450000	768201	7.68201
Tdi_LRv5a_scf1	2400000	2500000	634897	6.34897
Tdi_LRv5a_scf1	2450000	2550000	786187	7.86187
Tdi_LRv5a_scf1	2500000	2600000	953485	9.53485
Tdi_LRv5a_scf1	2550000	2650000	765824	7.65824
Tdi_LRv5a_scf1	2600000	2700000	656576	6.56576
Tdi_LRv5a_scf1	2650000	2750000	629609	6.29609
