scaf_name	start	end	tot_feat	cov
Tdi_LRv5a_scf1	0	100000	1363350	13.6335
Tdi_LRv5a_scf1	50000	150000	1044567	10.44567
Tdi_LRv5a_scf1	100000	200000	1285821	12.85821
Tdi_LRv5a_scf1	150000	250000	1777119	17.77119
Tdi_LRv5a_scf1	200000	300000	2370228	23.70228
Tdi_LRv5a_scf1	250000	350000	1826703	18.26703
Tdi_LRv5a_scf1	300000	400000	1163612	11.63612
Tdi_LRv5a_scf1	350000	450000	1899090	18.9909
Tdi_LRv5a_scf1	400000	500000	3113425	31.13425
Tdi_LRv5a_scf1	450000	550000	3224129	32.24129
Tdi_LRv5a_scf1	500000	600000	2419600	24.196
Tdi_LRv5a_scf1	550000	650000	2370276	23.70276
Tdi_LRv5a_scf1	600000	700000	2564897	25.64897
Tdi_LRv5a_scf1	650000	750000	2601226	26.01226
Tdi_LRv5a_scf1	700000	800000	2623111	26.23111
Tdi_LRv5a_scf1	750000	850000	2194920	21.9492
Tdi_LRv5a_scf1	800000	900000	2246539	22.46539
Tdi_LRv5a_scf1	850000	950000	2527982	25.27982
Tdi_LRv5a_scf1	900000	1000000	2296662	22.96662
Tdi_LRv5a_scf1	950000	1050000	2320210	23.2021
Tdi_LRv5a_scf1	1000000	1100000	2531554	25.31554
Tdi_LRv5a_scf1	1050000	1150000	2566148	25.66148
Tdi_LRv5a_scf1	1100000	1200000	2827611	28.27611
Tdi_LRv5a_scf1	1150000	1250000	2464814	24.64814
Tdi_LRv5a_scf1	1200000	1300000	2101353	21.01353
Tdi_LRv5a_scf1	1250000	1350000	2532150	25.3215
Tdi_LRv5a_scf1	1300000	1400000	2442962	24.42962
Tdi_LRv5a_scf1	1350000	1450000	2135642	21.35642
Tdi_LRv5a_scf1	1400000	1500000	2260492	22.60492
Tdi_LRv5a_scf1	1450000	1550000	2700717	27.00717
Tdi_LRv5a_scf1	1500000	1600000	2450196	24.50196
Tdi_LRv5a_scf1	1550000	1650000	1750618	17.50618
Tdi_LRv5a_scf1	1600000	1700000	2244431	22.44431
Tdi_LRv5a_scf1	1650000	1750000	2482235	24.82235
Tdi_LRv5a_scf1	1700000	1800000	1799284	17.99284
Tdi_LRv5a_scf1	1750000	1850000	1561394	15.61394
Tdi_LRv5a_scf1	1800000	1900000	1328380	13.2838
Tdi_LRv5a_scf1	1850000	1950000	1674583	16.74583
Tdi_LRv5a_scf1	1900000	2000000	1856255	18.56255
Tdi_LRv5a_scf1	1950000	2050000	1831149	18.31149
Tdi_LRv5a_scf1	2000000	2100000	1657743	16.57743
Tdi_LRv5a_scf1	2050000	2150000	1535970	15.3597
Tdi_LRv5a_scf1	2100000	2200000	1871038	18.71038
Tdi_LRv5a_scf1	2150000	2250000	1626000	16.26
Tdi_LRv5a_scf1	2200000	2300000	1659012	16.59012
Tdi_LRv5a_scf1	2250000	2350000	1687922	16.87922
Tdi_LRv5a_scf1	2300000	2400000	1858308	18.58308
Tdi_LRv5a_scf1	2350000	2450000	2276683	22.76683
Tdi_LRv5a_scf1	2400000	2500000	1978254	19.78254
Tdi_LRv5a_scf1	2450000	2550000	2459174	24.59174
Tdi_LRv5a_scf1	2500000	2600000	2997789	29.97789
